id;label
711;4
712;4
713;4
714;4
715;4
716;4
717;2
718;2
719;2
720;4
721;4
722;2
723;2
724;4
725;4
726;4
727;4
728;4
729;4
730;4
731;4
732;4
733;2
734;4
735;2
736;4
737;4
738;4
739;4
740;2
741;2
742;2
743;2
744;2
745;2
746;4
747;2
748;2
749;0
750;0
751;0
752;0
753;0
754;0
755;0
756;0
757;0
758;0
759;0
760;0
761;0
762;0
763;0
764;0
765;0
766;0
767;0
768;0
769;0
770;0
771;0
772;0
773;0
774;0
775;0
776;0
777;0
778;0
779;0
780;0
781;0
782;0
783;0
784;0
785;1
786;1
787;1
788;1
789;1
790;1
791;2
792;2
793;2
794;2
795;2
796;2
797;2
798;2
799;2
800;2
801;2
802;2
803;2
804;3
805;3
806;3
807;3
808;3
809;3
810;3
811;3
812;3
813;3
814;3
815;3
816;3
817;3
818;3
819;3
820;3
821;3
822;3
823;3
824;3
825;0
826;2
827;2
828;2
829;2
830;2
831;2
832;2
833;2
834;2
835;2
836;3
837;3
838;3
839;3
840;3
841;3
842;3
843;3
844;3
845;3
846;3
847;3
848;3
849;3
850;3
851;3
852;3
853;3
854;3
855;3
856;3
857;3
858;3
859;3
860;3
861;3
862;3
863;3
864;3
865;3
866;3
867;3
868;3
869;3
870;3
871;3
872;3
873;3
874;3
875;3
876;3
877;3
878;0
879;0
880;1
881;1
882;1
883;1
884;1
885;1
886;1
887;1
888;0
889;1
890;2
891;2
892;2
893;2
894;2
895;2
896;2
897;2
898;3
899;3
900;3
901;2
902;2
903;2
904;3
905;3
906;3
907;3
908;3
909;3
910;3
911;3
912;3
913;3
914;3
915;3
916;3
917;3
918;3
919;3
920;3
921;3
922;3
923;3
924;3
925;3
926;3
927;3
928;2
929;2
930;2
931;2
932;2
933;3
934;3
935;3
936;3
937;3
938;3
939;3
940;3
941;3
942;3
943;3
944;3
945;3
946;3
947;3
948;3
949;3
950;3
951;3
952;3
953;3
954;3
955;3
956;3
957;3
958;3
959;3
960;3
961;3
962;3
963;3
964;3
965;3
966;3
967;3
968;3
969;3
970;2
971;2
972;2
973;3
974;3
975;3
976;2
977;2
978;2
979;2
980;2
981;2
982;2
983;2
984;2
985;2
986;2
987;2
988;4
989;0
990;0
991;0
992;0
993;0
994;1
995;1
996;1
997;1
998;1
999;1
1000;1
1001;2
1002;2
1003;2
1004;2
1005;2
1006;2
1007;2
1008;2
1009;2
1010;2
1011;1
1012;2
1013;2
1014;4
1015;4
1016;4
1017;4
1018;4
1019;4
1020;4
1021;4
1022;4
1023;4
1024;2
1025;3
1026;3
1027;3
1028;3
1029;3
1030;1
1031;1
1032;2
1033;2
1034;2
1035;2
1036;2
1037;0
1038;1
1039;1
1040;1
1041;2
1042;2
1043;4
1044;1
1045;1
1046;1
1047;1
1048;2
1049;2
1050;4
1051;4
1052;4
1053;4
1054;4
1055;4
1056;2
1057;4
1058;4
1059;4
1060;2
1061;2
1062;2
1063;2
1064;2
1065;4
1066;2
1067;2
1068;4
1069;2
1070;4
1071;4
1072;2
1073;4
1074;2
1075;4
1076;4
1077;4
1078;4
1079;2
1080;4
1081;4
1082;2
1083;2
1084;2
1085;2
1086;3
1087;3
1088;3
1089;3
1090;3
1091;3
1092;3
1093;3
1094;3
1095;3
1096;3
1097;3
1098;3
1099;3
1100;3
1101;3
1102;3
1103;3
1104;3
1105;3
1106;3
1107;3
1108;3
1109;3
1110;3
1111;3
1112;3
1113;3
1114;3
1115;3
1116;3
1117;3
1118;3
1119;3
1120;3
1121;3
1122;3
1123;3
1124;3
1125;3
1126;3
1127;3
1128;3
1129;3
1130;3
1131;3
1132;3
1133;3
1134;3
1135;3
1136;3
1137;3
1138;3
1139;3
1140;3
1141;3
1142;3
1143;3
1144;3
1145;3
1146;3
1147;3
1148;3
1149;3
1150;3
1151;3
1152;3
1153;3
1154;4
1155;2
1156;2
1157;2
1158;2
1159;2
1160;2
1161;2
1162;2
1163;2
1164;2
1165;2
1166;2
1167;2
1168;2
1169;4
1170;2
1171;2
1172;4
1173;4
1174;2
1175;2
1176;4
1177;4
1178;4
1179;4
1180;4
1181;4
1182;4
1183;4
1184;4
1185;2
1186;4
1187;4
1188;4
1189;4
1190;2
1191;4
1192;4
1193;2
1194;2
1195;2
1196;4
1197;2
1198;4
1199;4
1200;4
1201;4
1202;4
1203;2
1204;2
1205;2
1206;2
1207;2
1208;2
1209;2
1210;2
1211;2
1212;2
1213;2
1214;4
1215;2
1216;2
1217;2
1218;4
1219;4
1220;2
1221;4
1222;4
1223;4
1224;4
1225;4
1226;4
1227;2
1228;2
1229;2
1230;4
1231;2
1232;4
1233;4
1234;4
1235;4
1236;4
1237;2
1238;2
1239;2
1240;2
1241;2
1242;2
1243;4
1244;2
1245;4
1246;2
1247;2
1248;3
1249;4
1250;3
1251;3
1252;3
1253;3
1254;3
1255;3
1256;3
1257;3
1258;3
1259;3
1260;3
1261;3
1262;3
1263;3
1264;3
1265;3
1266;3
1267;3
1268;3
1269;3
1270;3
1271;3
1272;3
1273;3
1274;3
1275;3
1276;3
1277;3
1278;3
1279;3
1280;3
1281;3
1282;3
1283;3
1284;3
1285;3
1286;3
1287;3
1288;3
1289;3
1290;3
1291;3
1292;3
1293;3
1294;2
1295;2
1296;2
1297;2
1298;2
1299;4
1300;2
1301;2
1302;2
1303;4
1304;4
1305;4
1306;4
1307;4
1308;4
1309;4
1310;2
1311;4
1312;2
1313;2
1314;2
1315;2
1316;4
1317;4
1318;4
1319;3
1320;3
1321;4
1322;4
1323;4
1324;4
1325;4
1326;4
1327;4
1328;4
1329;4
1330;4
1331;4
1332;4
1333;4
1334;0
1335;4
1336;4
1337;4
1338;4
1339;4
1340;2
1341;2
1342;2
1343;2
1344;2
1345;2
1346;2
1347;4
1348;4
1349;4
1350;4
1351;4
1352;4
1353;4
1354;2
1355;2
1356;4
1357;4
1358;4
1359;4
1360;4
1361;4
1362;4
1363;4
1364;4
1365;4
1366;4
1367;4
1368;4
1369;4
1370;4
1371;4
1372;4
1373;4
1374;4
1375;4
1376;4
1377;4
1378;4
1379;4
1380;4
1381;4
1382;4
1383;4
1384;4
1385;4
1386;2
1387;2
1388;2
1389;2
1390;2
1391;2
1392;2
1393;2
1394;2
1395;2
1396;2
1397;2
1398;2
1399;2
1400;2
1401;2
1402;2
1403;2
1404;2
1405;2
1406;2
1407;2
1408;2
1409;2
1410;2
1411;2
1412;2
1413;2
1414;2
1415;2
1416;2
1417;2
1418;2
1419;2
1420;2
1421;2
1422;2
1423;2
1424;2
1425;2
1426;2
1427;2
1428;2
1429;2
1430;2
1431;2
1432;4
1433;2
1434;2
1435;2
1436;2
1437;2
1438;2
1439;2
1440;2
1441;2
1442;2
1443;2
1444;2
1445;2
1446;2
1447;2
1448;2
1449;2
1450;2
1451;2
1452;2
1453;2
1454;2
1455;3
1456;3
1457;3
1458;3
1459;3
1460;3
1461;3
1462;3
1463;3
1464;3
1465;3
1466;3
1467;3
1468;3
1469;3
1470;3
1471;3
1472;3
1473;3
1474;3
1475;3
1476;3
1477;3
1478;3
1479;3
1480;3
1481;3
1482;3
1483;3
1484;3
1485;3
1486;4
1487;4
1488;4
1489;4
1490;4
1491;4
1492;4
1493;4
1494;4
1495;4
1496;4
1497;2
1498;2
1499;2
1500;2
1501;4
1502;4
1503;4
1504;0
1505;0
1506;0
1507;0
1508;0
1509;0
1510;0
1511;0
1512;0
1513;0
1514;0
1515;0
1516;0
1517;0
1518;0
1519;0
1520;0
1521;0
1522;0
1523;0
1524;0
1525;0
1526;0
1527;1
1528;1
1529;1
1530;1
1531;1
1532;1
1533;1
1534;1
1535;1
1536;1
1537;1
1538;2
1539;2
1540;2
1541;2
1542;2
1543;2
1544;2
1545;2
1546;2
1547;2
1548;2
1549;2
1550;2
1551;2
1552;2
1553;2
1554;2
1555;2
1556;2
1557;2
1558;3
1559;3
1560;3
1561;3
1562;3
1563;3
1564;3
1565;3
1566;3
1567;3
1568;3
1569;3
1570;3
1571;3
1572;3
1573;3
1574;3
1575;3
1576;3
1577;3
1578;3
1579;3
1580;3
1581;3
1582;3
1583;3
1584;3
1585;3
1586;3
1587;3
1588;3
1589;3
1590;3
1591;3
1592;3
1593;3
1594;3
1595;3
1596;3
1597;3
1598;3
1599;3
1600;3
1601;3
1602;3
1603;3
1604;3
1605;3
1606;3
1607;3
1608;3
1609;3
1610;3
1611;3
1612;3
1613;3
1614;3
1615;3
1616;3
1617;3
1618;3
1619;3
1620;3
1621;3
1622;3
1623;3
1624;3
1625;3
1626;3
1627;3
1628;3
1629;3
1630;3
1631;3
1632;3
1633;3
1634;3
1635;3
1636;2
1637;2
1638;2
1639;2
1640;2
1641;2
1642;2
1643;2
1644;2
1645;2
1646;2
1647;2
1648;2
1649;2
1650;2
1651;2
1652;2
1653;2
1654;0
1655;2
1656;2
1657;2
1658;2
1659;2
1660;2
1661;2
1662;2
1663;2
1664;2
1665;2
1666;2
1667;2
1668;2
1669;2
1670;2
1671;2
1672;2
1673;3
1674;3
1675;3
1676;3
1677;3
1678;3
1679;3
1680;3
1681;3
1682;3
1683;3
1684;3
1685;3
1686;3
1687;3
1688;3
1689;3
1690;3
1691;3
1692;3
1693;3
1694;3
1695;3
1696;3
1697;3
1698;3
1699;3
1700;3
1701;3
1702;3
1703;3
1704;3
1705;3
1706;3
1707;3
1708;3
1709;3
1710;3
1711;3
1712;3
1713;3
1714;3
1715;3
1716;3
1717;3
1718;3
1719;3
1720;3
1721;3
1722;3
1723;3
1724;3
1725;3
1726;3
1727;3
1728;3
1729;3
1730;3
1731;3
1732;3
1733;3
1734;3
1735;3
1736;3
1737;3
1738;3
1739;3
1740;3
1741;3
1742;3
1743;3
1744;2
1745;2
1746;2
1747;4
1748;4
1749;4
1750;4
1751;4
1752;4
1753;4
1754;4
1755;4
1756;4
1757;0
1758;0
1759;4
1760;4
1761;4
1762;4
1763;4
1764;4
1765;4
1766;4
1767;4
1768;4
1769;4
1770;4
1771;4
1772;0
1773;4
1774;4
1775;4
1776;4
1777;4
1778;4
1779;4
1780;4
1781;4
1782;4
1783;0
1784;0
1785;4
1786;4
1787;2
1788;4
1789;4
1790;4
1791;4
1792;4
1793;4
1794;4
1795;2
1796;2
1797;2
1798;4
1799;4
1800;4
1801;4
1802;4
1803;4
1804;4
1805;4
1806;4
1807;2
1808;2
1809;2
1810;2
1811;2
1812;2
1813;2
1814;2
1815;2
1816;2
1817;2
1818;2
1819;2
1820;2
1821;2
1822;2
1823;2
1824;2
1825;2
1826;2
1827;2
1828;2
1829;2
1830;2
1831;2
1832;2
1833;2
1834;2
1835;2
1836;2
1837;2
1838;2
1839;2
1840;2
1841;2
1842;2
1843;2
1844;3
1845;3
1846;3
1847;3
1848;3
1849;3
1850;3
1851;3
1852;3
1853;3
1854;3
1855;3
1856;3
1857;3
1858;3
1859;3
1860;3
1861;3
1862;3
1863;3
1864;3
1865;3
1866;3
1867;3
1868;0
1869;2
1870;2
1871;2
1872;2
1873;2
1874;2
1875;2
1876;2
1877;2
1878;2
1879;2
1880;2
1881;2
1882;2
1883;2
1884;2
1885;2
1886;2
1887;2
1888;2
1889;2
1890;2
1891;2
1892;2
1893;2
1894;2
1895;2
1896;2
1897;3
1898;3
1899;3
1900;3
1901;3
1902;3
1903;3
1904;3
1905;0
1906;2
1907;2
1908;2
1909;2
1910;2
1911;2
1912;2
1913;2
1914;2
1915;2
1916;2
1917;2
1918;2
1919;2
1920;2
1921;2
1922;2
1923;2
1924;2
1925;2
1926;2
1927;2
1928;2
1929;2
1930;2
1931;2
1932;2
1933;2
1934;2
1935;2
1936;2
1937;2
1938;2
1939;2
1940;2
1941;2
1942;2
1943;4
1944;4
1945;4
1946;4
1947;4
1948;4
1949;4
1950;4
1951;4
1952;4
1953;4
1954;4
1955;4
1956;4
1957;4
1958;4
1959;4
1960;4
1961;4
1962;4
1963;4
1964;4
1965;4
1966;4
1967;4
1968;4
1969;4
1970;4
1971;4
1972;4
1973;4
1974;4
1975;4
1976;4
1977;4
1978;4
1979;4
1980;4
1981;4
1982;4
1983;4
1984;4
1985;4
1986;4
1987;4
1988;4
1989;4
1990;4
1991;4
1992;4
1993;4
1994;4
1995;4
1996;4
1997;4
1998;4
1999;4
2000;4
2001;4
2002;4
2003;4
2004;4
2005;4
2006;4
2007;4
2008;4
2009;4
2010;4
2011;4
2012;4
2013;0
2014;1
2015;1
2016;2
2017;2
2018;2
2019;2
2020;2
2021;2
2022;2
2023;2
2024;2
2025;2
2026;2
2027;2
2028;2
2029;2
2030;2
2031;2
2032;2
2033;2
2034;2
2035;2
2036;2
2037;2
2038;2
2039;2
2040;2
2041;2
2042;2
2043;2
2044;2
2045;2
2046;2
2047;2
2048;2
2049;2
2050;2
2051;2
2052;2
2053;2
2054;2
2055;2
2056;2
2057;2
2058;2
2059;2
2060;2
2061;2
2062;2
2063;2
2064;2
2065;2
2066;2
2067;2
2068;2
2069;2
2070;3
2071;3
2072;3
2073;3
2074;3
2075;3
2076;3
2077;3
2078;3
2079;3
2080;3
2081;3
2082;3
2083;3
2084;3
2085;3
2086;3
2087;3
2088;3
2089;3
2090;3
2091;3
2092;3
2093;3
2094;3
2095;3
2096;3
2097;3
2098;3
2099;2
2100;2
2101;2
2102;0
2103;0
2104;0
2105;1
2106;1
2107;1
2108;2
2109;2
2110;2
2111;2
2112;2
2113;2
2114;2
2115;2
2116;2
2117;2
2118;2
2119;2
2120;2
2121;2
2122;2
2123;2
2124;2
2125;2
2126;2
2127;2
2128;2
2129;2
2130;2
2131;2
2132;2
2133;2
2134;2
2135;2
2136;2
2137;2
2138;2
2139;2
2140;2
2141;2
2142;2
2143;2
2144;2
2145;2
2146;2
2147;2
2148;2
2149;2
2150;2
2151;2
2152;2
2153;2
2154;2
2155;2
2156;2
2157;2
2158;2
2159;2
2160;2
2161;2
2162;2
2163;4
2164;4
2165;4
2166;4
2167;4
2168;0
2169;0
2170;0
2171;0
2172;1
2173;1
2174;1
2175;2
2176;2
2177;2
2178;2
2179;2
2180;2
2181;2
2182;2
2183;2
2184;2
2185;2
2186;2
2187;2
2188;2
2189;2
2190;2
2191;2
2192;2
2193;2
2194;2
2195;2
2196;2
2197;2
2198;2
2199;2
2200;2
2201;2
2202;2
2203;2
2204;2
2205;2
2206;2
2207;2
2208;2
2209;2
2210;2
2211;2
2212;0
2213;2
2214;2
2215;2
2216;2
2217;2
2218;2
2219;2
2220;2
2221;2
2222;2
2223;2
2224;2
2225;2
2226;2
2227;2
2228;2
2229;2
2230;2
2231;2
2232;2
2233;2
2234;2
2235;2
2236;2
2237;2
2238;2
2239;2
2240;2
2241;2
2242;2
2243;2
2244;4
2245;4
2246;4
2247;4
2248;4
2249;4
2250;4
2251;4
2252;4
2253;4
2254;4
2255;4
2256;4
2257;4
2258;4
2259;4
2260;4
2261;4
2262;4
2263;4
2264;4
2265;4
2266;4
2267;4
2268;4
2269;4
2270;4
2271;4
2272;4
2273;4
2274;4
2275;4
2276;4
2277;4
2278;4
2279;4
2280;4
2281;4
2282;4
2283;4
2284;4
2285;4
2286;4
2287;4
2288;4
2289;4
2290;4
2291;4
2292;4
2293;4
2294;4
2295;4
2296;4
2297;4
2298;4
2299;4
2300;4
2301;4
2302;4
2303;4
2304;4
2305;4
2306;0
2307;4
2308;4
2309;4
2310;4
2311;4
2312;4
2313;4
2314;4
2315;4
2316;4
2317;4
2318;4
2319;4
2320;4
2321;4
2322;4
2323;4
2324;4
2325;4
2326;4
2327;4
2328;4
2329;4
2330;4
2331;4
2332;4
2333;4
2334;2
2335;0
2336;2
2337;2
2338;2
2339;2
2340;2
2341;2
2342;2
2343;2
2344;2
2345;2
2346;2
2347;2
2348;2
2349;2
2350;2
2351;2
2352;2
2353;2
2354;2
2355;2
2356;2
2357;2
2358;2
2359;2
2360;2
2361;2
2362;2
2363;2
2364;2
2365;2
2366;2
2367;2
2368;2
2369;2
2370;2
2371;0
2372;2
2373;2
2374;2
2375;2
2376;2
2377;2
2378;2
2379;2
2380;2
2381;2
2382;2
2383;2
2384;2
2385;2
2386;2
2387;2
2388;2
2389;2
2390;2
2391;2
2392;2
2393;0
2394;0
2395;0
2396;0
2397;0
2398;0
2399;0
2400;0
2401;1
2402;0
2403;0
2404;0
2405;0
2406;1
2407;1
2408;1
2409;1
2410;1
2411;2
2412;2
2413;2
2414;2
2415;2
2416;2
2417;2
2418;2
2419;2
2420;2
2421;2
2422;2
2423;2
2424;2
2425;2
2426;2
2427;2
2428;2
2429;2
2430;2
2431;2
2432;2
2433;2
2434;2
2435;3
2436;3
2437;3
2438;3
2439;3
2440;3
2441;3
2442;3
2443;3
2444;3
2445;3
2446;3
2447;3
2448;3
2449;3
2450;3
2451;3
2452;3
2453;3
2454;3
2455;3
2456;3
2457;3
2458;3
2459;3
2460;3
2461;3
2462;3
2463;3
2464;3
2465;3
2466;3
2467;3
2468;3
2469;3
2470;3
2471;3
2472;3
2473;3
2474;3
2475;3
2476;3
2477;3
2478;3
2479;3
2480;3
2481;3
2482;3
2483;3
2484;3
2485;3
2486;3
2487;3
2488;3
2489;3
2490;3
2491;3
2492;3
2493;3
2494;3
2495;3
2496;3
2497;3
2498;3
2499;3
2500;3
2501;3
2502;3
2503;3
2504;3
2505;3
2506;3
2507;3
2508;3
2509;3
2510;3
2511;3
2512;3
2513;3
2514;3
2515;3
2516;3
2517;3
2518;3
2519;3
2520;3
2521;3
2522;3
2523;3
2524;3
2525;3
2526;3
2527;3
2528;3
2529;3
2530;3
2531;3
2532;3
2533;3
2534;3
2535;3
2536;3
2537;3
2538;3
2539;3
2540;3
2541;3
2542;3
2543;2
2544;2
2545;2
2546;2
2547;4
2548;4
2549;4
2550;4
2551;4
2552;4
2553;4
2554;4
2555;4
2556;4
2557;4
2558;4
2559;4
2560;4
2561;4
2562;4
2563;4
2564;4
2565;2
2566;2
2567;2
2568;2
2569;2
2570;2
2571;2
2572;2
2573;2
2574;2
2575;2
2576;2
2577;2
2578;2
2579;2
2580;2
2581;2
2582;2
2583;2
2584;2
2585;2
2586;2
2587;2
2588;2
2589;3
2590;3
2591;3
2592;3
2593;3
2594;3
2595;3
2596;3
2597;3
2598;3
2599;3
2600;3
2601;3
2602;3
2603;3
2604;3
2605;3
2606;3
2607;3
2608;3
2609;3
2610;3
2611;3
2612;3
2613;3
2614;3
2615;3
2616;3
2617;3
2618;3
2619;3
2620;3
2621;3
2622;3
2623;3
2624;3
2625;3
2626;3
2627;3
2628;3
2629;3
2630;3
2631;3
2632;3
2633;3
2634;3
2635;3
2636;3
2637;3
2638;0
2639;0
2640;3
2641;3
2642;3
2643;3
2644;3
2645;3
2646;2
2647;2
2648;2
2649;2
2650;3
2651;3
2652;3
2653;3
2654;3
2655;3
2656;3
2657;3
2658;3
2659;3
2660;3
2661;3
2662;3
2663;3
2664;3
2665;3
2666;3
2667;3
2668;3
2669;3
2670;3
2671;3
2672;3
2673;3
2674;3
2675;3
2676;3
2677;3
2678;3
2679;3
2680;3
2681;3
2682;3
2683;3
2684;3
2685;3
2686;3
2687;3
2688;3
2689;3
2690;3
2691;3
2692;3
2693;3
2694;3
2695;3
2696;3
2697;3
2698;3
2699;3
2700;3
2701;3
2702;3
2703;3
2704;3
2705;3
2706;3
2707;3
2708;3
2709;3
2710;3
2711;3
2712;3
2713;3
2714;3
2715;3
2716;3
2717;3
2718;3
2719;3
2720;3
2721;3
2722;3
2723;3
2724;3
2725;3
2726;3
2727;3
2728;3
2729;3
2730;2
2731;2
2732;2
2733;2
2734;4
2735;4
2736;4
2737;4
2738;4
2739;4
2740;4
2741;4
2742;4
2743;0
2744;1
2745;1
2746;1
2747;1
2748;1
2749;0
2750;0
2751;0
2752;0
2753;0
2754;0
2755;0
2756;0
2757;0
2758;0
2759;0
2760;0
2761;0
2762;1
2763;0
2764;0
2765;0
2766;0
2767;0
2768;1
2769;1
2770;2
2771;2
2772;2
2773;0
2774;0
2775;0
2776;0
2777;0
2778;0
2779;0
2780;0
2781;0
2782;0
2783;0
2784;0
2785;0
2786;0
2787;0
2788;0
2789;0
2790;0
2791;0
2792;0
2793;0
2794;0
2795;0
2796;0
2797;0
2798;0
2799;0
2800;0
2801;0
2802;0
2803;1
2804;1
2805;1
2806;1
2807;1
2808;2
2809;2
2810;2
2811;2
2812;2
2813;2
2814;2
2815;2
2816;2
2817;2
2818;2
2819;2
2820;2
2821;2
2822;2
2823;2
2824;2
2825;2
2826;2
2827;2
2828;2
2829;2
2830;2
2831;2
2832;2
2833;2
2834;2
2835;2
2836;1
2837;1
2838;1
2839;1
2840;1
2841;2
2842;2
2843;2
2844;2
2845;2
2846;2
2847;0
2848;0
2849;1
2850;2
2851;2
2852;2
2853;2
2854;2
2855;2
2856;2
2857;2
2858;2
2859;2
2860;2
2861;2
2862;2
2863;2
2864;2
2865;2
2866;2
2867;2
2868;2
2869;2
2870;2
2871;2
2872;2
2873;2
2874;2
2875;2
2876;2
2877;2
2878;2
2879;2
2880;2
2881;2
2882;2
2883;2
2884;2
2885;2
2886;2
2887;2
2888;2
2889;2
2890;0
2891;2
2892;2
2893;2
2894;2
2895;2
2896;2
2897;2
2898;2
2899;2
2900;2
2901;2
2902;2
2903;2
2904;2
2905;2
2906;2
2907;2
2908;2
2909;2
2910;2
2911;2
2912;2
2913;2
2914;2
2915;2
2916;2
2917;2
2918;2
2919;2
2920;2
2921;2
2922;2
2923;2
2924;2
2925;2
2926;2
2927;2
2928;2
2929;4
2930;4
2931;4
2932;4
2933;4
2934;4
2935;4
2936;4
2937;4
2938;4
2939;4
2940;4
2941;4
2942;4
2943;4
2944;4
2945;4
2946;4
2947;4
2948;4
2949;4
2950;4
2951;4
2952;4
2953;4
2954;4
2955;4
2956;4
2957;4
2958;4
2959;4
2960;4
2961;4
2962;4
2963;4
2964;4
2965;4
2966;4
2967;4
2968;4
2969;4
2970;0
2971;4
2972;4
2973;4
2974;4
2975;4
2976;4
2977;4
2978;4
2979;4
2980;4
2981;4
2982;4
2983;4
2984;4
2985;4
2986;4
2987;4
2988;4
2989;4
2990;4
2991;4
2992;1
2993;1
2994;4
2995;4
2996;4
2997;4
2998;4
2999;4
3000;4
3001;4
3002;4
3003;4
3004;4
3005;4
3006;4
3007;4
3008;4
3009;4
3010;4
3011;4
3012;4
3013;4
3014;4
3015;4
3016;4
3017;4
3018;4
3019;4
3020;0
3021;4
3022;2
3023;2
3024;2
3025;2
3026;2
3027;2
3028;2
3029;2
3030;2
3031;2
3032;2
3033;2
3034;2
3035;2
3036;2
3037;2
3038;2
3039;2
3040;2
3041;2
3042;2
3043;2
3044;2
3045;2
3046;2
3047;2
3048;2
3049;2
3050;2
3051;2
3052;2
3053;2
3054;2
3055;2
3056;2
3057;2
3058;2
3059;2
3060;3
3061;3
3062;3
3063;3
3064;0
3065;2
3066;3
3067;3
3068;3
3069;3
3070;3
3071;3
3072;3
3073;3
3074;3
3075;3
3076;3
3077;3
3078;3
3079;3
3080;3
3081;3
3082;3
3083;3
3084;3
3085;3
3086;3
3087;3
3088;3
3089;3
3090;3
3091;3
3092;3
3093;3
3094;3
3095;3
3096;3
3097;3
3098;3
3099;3
3100;3
3101;3
3102;3
3103;3
3104;3
3105;3
3106;3
3107;3
3108;3
3109;3
3110;3
3111;3
3112;3
3113;3
3114;3
3115;3
3116;3
3117;3
3118;3
3119;2
3120;2
3121;2
3122;1
3123;1
3124;1
3125;0
3126;0
3127;0
3128;0
3129;0
3130;0
3131;0
3132;0
3133;0
3134;1
3135;1
3136;1
3137;1
3138;1
3139;1
